商品货号,货源,中国尺码,外国尺码,品牌,市场价,库存数量,类别,小类,性别,季节,折扣
537384-111,上海特价渠道,41,8,耐克,799.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.53
537384-111,上海特价渠道,44,10,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.53
537384-111,上海特价渠道,45,11,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.53
537384-111,上海特价渠道,40.5,7.5,耐克,799.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.53
537384-111,上海特价渠道,42,8.5,耐克,799.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.53
537384-111,福州T渠道,42,8.5,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,5.95
537384-111,福州T渠道,41,8,耐克,799.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.95
537384-111,华南综合2仓,42,8.5,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.0
537384-111,华南综合2仓,41,8,耐克,799.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.0
819300-001,杭州店铺渠道,42.5,9,耐克,499.0,12,鞋,跑步鞋,男,18Q1,6.6
819300-001,杭州店铺渠道,41,8,耐克,499.0,18,鞋,跑步鞋,男,18Q1,6.6
819300-001,杭州店铺渠道,42,8.5,耐克,499.0,12,鞋,跑步鞋,男,18Q1,6.6
819300-001,杭州店铺渠道,38.5,6,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.6
819300-001,杭州店铺渠道,44,10,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.6
819300-001,杭州店铺渠道,40.5,7.5,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.6
819300-001,浙江C仓,43,9.5,耐克,499.0,46,鞋,跑步鞋,男,18Q1,6.4
819300-001,厦门T渠道,41,8,耐克,499.0,3,鞋,跑步鞋,男,18Q1,5.95
819300-001,江西T渠道,42.5,9,耐克,499.0,2,鞋,跑步鞋,男,18Q1,6.05
819300-001,江西T渠道,41,8,耐克,499.0,2,鞋,跑步鞋,男,18Q1,6.05
819300-001,江西T渠道,42,8.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,6.05
819300-001,江西T渠道,43,9.5,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.05
819300-001,天马总仓1仓,41,8,耐克,499.0,11,鞋,跑步鞋,男,18Q1,6.3
819300-001,天马总仓1仓,42,8.5,耐克,499.0,39,鞋,跑步鞋,男,18Q1,6.3
819300-001,天马总仓1仓,42.5,9,耐克,499.0,14,鞋,跑步鞋,男,18Q1,6.3
819300-001,天马总仓1仓,43,9.5,耐克,499.0,17,鞋,跑步鞋,男,18Q1,6.3
819300-001,浙江综合仓,45,11,耐克,499.0,2,鞋,跑步鞋,男,18Q1,8.0
819300-001,浙江综合仓,44.5,10.5,耐克,499.0,10,鞋,跑步鞋,男,18Q1,8.0
819300-001,浙江综合仓,44,10,耐克,499.0,22,鞋,跑步鞋,男,18Q1,8.0
819300-001,浙江综合仓,40,7,耐克,499.0,5,鞋,跑步鞋,男,18Q1,8.0
819300-001,浙江综合仓,42.5,9,耐克,499.0,48,鞋,跑步鞋,男,18Q1,8.0
819300-001,浙江综合仓,41,8,耐克,499.0,38,鞋,跑步鞋,男,18Q1,8.0
819300-001,浙江综合仓,42,8.5,耐克,499.0,49,鞋,跑步鞋,男,18Q1,8.0
819300-001,浙江综合仓,43,9.5,耐克,499.0,51,鞋,跑步鞋,男,18Q1,8.0
819300-001,浙江综合仓,40.5,7.5,耐克,499.0,18,鞋,跑步鞋,男,18Q1,8.0
819300-001,东北店铺2仓,44,10,耐克,499.0,5,鞋,跑步鞋,男,18Q1,7.6
819300-001,东北店铺2仓,39,6.5,耐克,499.0,1,鞋,跑步鞋,男,18Q1,7.6
819300-001,东北店铺2仓,42.5,9,耐克,499.0,11,鞋,跑步鞋,男,18Q1,7.6
819300-001,东北店铺2仓,42,8.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.6
819300-001,东北店铺2仓,43,9.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.6
819300-001,东北店铺2仓,40.5,7.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.6
819300-001,东北店铺2仓,44.5,10.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.6
819300-001,东北综合店铺,45,11,耐克,499.0,9,鞋,跑步鞋,男,18Q1,6.59
819300-001,东北综合店铺,44.5,10.5,耐克,499.0,8,鞋,跑步鞋,男,18Q1,6.59
819300-001,东北综合店铺,44,10,耐克,499.0,17,鞋,跑步鞋,男,18Q1,6.59
819300-001,东北综合店铺,39,6.5,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.59
819300-001,东北综合店铺,42.5,9,耐克,499.0,10,鞋,跑步鞋,男,18Q1,6.59
819300-001,东北综合店铺,43,9.5,耐克,499.0,10,鞋,跑步鞋,男,18Q1,6.59
819300-001,东北综合店铺2,44,10,耐克,499.0,22,鞋,跑步鞋,男,18Q1,7.59
819300-001,东北综合店铺2,39,6.5,耐克,499.0,3,鞋,跑步鞋,男,18Q1,7.59
819300-001,东北综合店铺2,42.5,9,耐克,499.0,91,鞋,跑步鞋,男,18Q1,7.59
819300-001,东北综合店铺2,41,8,耐克,499.0,45,鞋,跑步鞋,男,18Q1,7.59
819300-001,东北综合店铺2,42,8.5,耐克,499.0,99,鞋,跑步鞋,男,18Q1,7.59
819300-001,东北综合店铺2,43,9.5,耐克,499.0,77,鞋,跑步鞋,男,18Q1,7.59
819300-001,东北综合店铺2,40.5,7.5,耐克,499.0,21,鞋,跑步鞋,男,18Q1,7.59
819300-001,东北综合店铺2,44.5,10.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.59
819300-001,深圳2仓,42.5,9,耐克,499.0,154,鞋,跑步鞋,男,18Q1,8.4
819300-001,深圳2仓,42,8.5,耐克,499.0,179,鞋,跑步鞋,男,18Q1,8.4
819300-001,河南店铺渠道,42.5,9,耐克,499.0,12,鞋,跑步鞋,男,18Q1,6.69
819300-001,河南店铺渠道,41,8,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.69
819300-001,河南店铺渠道,42,8.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,6.69
819300-001,河南店铺渠道,43,9.5,耐克,499.0,3,鞋,跑步鞋,男,18Q1,6.69
819300-001,浙江综合2仓,45,11,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.8
819300-001,浙江综合2仓,44.5,10.5,耐克,499.0,10,鞋,跑步鞋,男,18Q1,7.8
819300-001,浙江综合2仓,44,10,耐克,499.0,22,鞋,跑步鞋,男,18Q1,7.8
819300-001,浙江综合2仓,40,7,耐克,499.0,5,鞋,跑步鞋,男,18Q1,7.8
819300-001,浙江综合2仓,42.5,9,耐克,499.0,48,鞋,跑步鞋,男,18Q1,7.8
819300-001,浙江综合2仓,41,8,耐克,499.0,38,鞋,跑步鞋,男,18Q1,7.8
819300-001,浙江综合2仓,42,8.5,耐克,499.0,49,鞋,跑步鞋,男,18Q1,7.8
819300-001,浙江综合2仓,43,9.5,耐克,499.0,51,鞋,跑步鞋,男,18Q1,7.8
819300-001,浙江综合2仓,40.5,7.5,耐克,499.0,18,鞋,跑步鞋,男,18Q1,7.8
819300-001,广东特价渠道,44,10,耐克,499.0,138,鞋,跑步鞋,男,18Q1,9.4
819300-001,广东特价渠道,39,6.5,耐克,499.0,9,鞋,跑步鞋,男,18Q1,9.4
819300-001,广东特价渠道,40,7,耐克,499.0,85,鞋,跑步鞋,男,18Q1,9.4
819300-001,广东特价渠道,42.5,9,耐克,499.0,303,鞋,跑步鞋,男,18Q1,9.4
819300-001,广东特价渠道,41,8,耐克,499.0,361,鞋,跑步鞋,男,18Q1,9.4
819300-001,广东特价渠道,42,8.5,耐克,499.0,362,鞋,跑步鞋,男,18Q1,9.4
819300-001,广东特价渠道,43,9.5,耐克,499.0,334,鞋,跑步鞋,男,18Q1,9.4
819300-001,广东特价渠道,40.5,7.5,耐克,499.0,150,鞋,跑步鞋,男,18Q1,9.4
819300-001,广东特价渠道,45,11,耐克,499.0,20,鞋,跑步鞋,男,18Q1,9.4
819300-001,广东特价渠道,44.5,10.5,耐克,499.0,48,鞋,跑步鞋,男,18Q1,9.4
819300-001,湖北活动渠道,45,11,耐克,499.0,16,鞋,跑步鞋,男,18Q1,8.22
819300-001,湖北活动渠道,44.5,10.5,耐克,499.0,38,鞋,跑步鞋,男,18Q1,8.22
819300-001,湖北活动渠道,44,10,耐克,499.0,99,鞋,跑步鞋,男,18Q1,8.22
819300-001,湖北活动渠道,39,6.5,耐克,499.0,9,鞋,跑步鞋,男,18Q1,8.22
819300-001,湖北活动渠道,40,7,耐克,499.0,67,鞋,跑步鞋,男,18Q1,8.22
819300-001,湖北活动渠道,42.5,9,耐克,499.0,216,鞋,跑步鞋,男,18Q1,8.22
819300-001,湖北活动渠道,41,8,耐克,499.0,267,鞋,跑步鞋,男,18Q1,8.22
819300-001,湖北活动渠道,42,8.5,耐克,499.0,281,鞋,跑步鞋,男,18Q1,8.22
819300-001,湖北活动渠道,43,9.5,耐克,499.0,232,鞋,跑步鞋,男,18Q1,8.22
819300-001,湖北活动渠道,40.5,7.5,耐克,499.0,104,鞋,跑步鞋,男,18Q1,8.22
819300-001,江苏李宁仓,42.5,9,耐克,499.0,35,鞋,跑步鞋,男,18Q1,6.83
819300-001,江苏李宁仓,41,8,耐克,499.0,17,鞋,跑步鞋,男,18Q1,6.83
819300-001,江苏李宁仓,42,8.5,耐克,499.0,35,鞋,跑步鞋,男,18Q1,6.83
819300-001,江苏李宁仓,43,9.5,耐克,499.0,34,鞋,跑步鞋,男,18Q1,6.83
819300-001,江苏李宁仓,40.5,7.5,耐克,499.0,24,鞋,跑步鞋,男,18Q1,6.83
819300-001,东北特价店铺,46,12,耐克,499.0,10,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,45,11,耐克,499.0,39,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,44.5,10.5,耐克,499.0,74,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,44,10,耐克,499.0,130,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,39,6.5,耐克,499.0,10,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,40,7,耐克,499.0,73,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,42.5,9,耐克,499.0,212,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,41,8,耐克,499.0,217,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,42,8.5,耐克,499.0,208,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,43,9.5,耐克,499.0,232,鞋,跑步鞋,男,18Q1,8.65
819300-001,东北特价店铺,40.5,7.5,耐克,499.0,105,鞋,跑步鞋,男,18Q1,8.65
819300-001,深圳2仓,44,10,耐克,499.0,99,鞋,跑步鞋,男,18Q1,8.4
819300-001,深圳2仓,39,6.5,耐克,499.0,19,鞋,跑步鞋,男,18Q1,8.4
819300-001,深圳2仓,40,7,耐克,499.0,58,鞋,跑步鞋,男,18Q1,8.4
819300-001,深圳2仓,41,8,耐克,499.0,177,鞋,跑步鞋,男,18Q1,8.4
819300-001,深圳2仓,43,9.5,耐克,499.0,156,鞋,跑步鞋,男,18Q1,8.4
819300-001,深圳2仓,40.5,7.5,耐克,499.0,87,鞋,跑步鞋,男,18Q1,8.4
819300-001,深圳2仓,45,11,耐克,499.0,13,鞋,跑步鞋,男,18Q1,8.4
819300-001,深圳2仓,44.5,10.5,耐克,499.0,40,鞋,跑步鞋,男,18Q1,8.4
819300-001,华南综合2仓,42.5,9,耐克,499.0,4,鞋,跑步鞋,男,18Q1,6.0
819300-001,华南综合2仓,41,8,耐克,499.0,3,鞋,跑步鞋,男,18Q1,6.0
819300-001,华南综合2仓,42,8.5,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.0
819300-001,华南综合2仓,43,9.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,6.0
819300-001,九江综合渠道,42.5,9,耐克,499.0,5,鞋,跑步鞋,男,18Q1,6.4
819300-001,九江综合渠道,41,8,耐克,499.0,2,鞋,跑步鞋,男,18Q1,6.4
819300-001,九江综合渠道,42,8.5,耐克,499.0,3,鞋,跑步鞋,男,18Q1,6.4
819300-001,九江综合渠道,43,9.5,耐克,499.0,4,鞋,跑步鞋,男,18Q1,6.4
819300-001,湖南仓库渠道,44.5,10.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,5.1
819300-001,辽宁库存,44,10,耐克,499.0,7,鞋,跑步鞋,男,18Q1,7.59
819300-001,辽宁库存,39,6.5,耐克,499.0,3,鞋,跑步鞋,男,18Q1,7.59
819300-001,辽宁库存,42.5,9,耐克,499.0,46,鞋,跑步鞋,男,18Q1,7.59
819300-001,辽宁库存,41,8,耐克,499.0,23,鞋,跑步鞋,男,18Q1,7.59
819300-001,辽宁库存,42,8.5,耐克,499.0,54,鞋,跑步鞋,男,18Q1,7.59
819300-001,辽宁库存,43,9.5,耐克,499.0,40,鞋,跑步鞋,男,18Q1,7.59
819300-001,辽宁库存,40.5,7.5,耐克,499.0,14,鞋,跑步鞋,男,18Q1,7.59
819300-001,辽宁库存,44.5,10.5,耐克,499.0,1,鞋,跑步鞋,男,18Q1,7.59
819300-001,无锡仓3仓,43,9.5,耐克,499.0,4,鞋,跑步鞋,男,18Q1,6.3
819300-001,广东渠道,44,10,耐克,499.0,1,鞋,跑步鞋,男,18Q1,7.9
819300-001,广东渠道,42.5,9,耐克,499.0,1,鞋,跑步鞋,男,18Q1,7.9
819300-001,广东渠道,42,8.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.9
819300-001,广东渠道,43,9.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.9
819300-001,广东渠道,44.5,10.5,耐克,499.0,1,鞋,跑步鞋,男,18Q1,7.9
819300-001,天津特价渠道,43,9.5,耐克,499.0,86,鞋,跑步鞋,男,18Q1,6.26
819300-001,陕西耐克渠道,44,10,耐克,499.0,3,鞋,跑步鞋,男,18Q1,8.1
819300-001,陕西耐克渠道,40,7,耐克,499.0,1,鞋,跑步鞋,男,18Q1,8.1
819300-001,陕西耐克渠道,43,9.5,耐克,499.0,7,鞋,跑步鞋,男,18Q1,8.1
819300-001,陕西耐克渠道,45,11,耐克,499.0,2,鞋,跑步鞋,男,18Q1,8.1
819300-001,东北店铺渠道,43,9.5,耐克,499.0,6,鞋,跑步鞋,男,18Q1,8.9
819300-001,东北店铺渠道,44.5,10.5,耐克,499.0,1,鞋,跑步鞋,男,18Q1,8.9
819300-001,东北综合店铺4,44,10,耐克,499.0,11,鞋,跑步鞋,男,18Q1,9.5
819300-001,东北综合店铺4,39,6.5,耐克,499.0,4,鞋,跑步鞋,男,18Q1,9.5
819300-001,东北综合店铺4,40,7,耐克,499.0,6,鞋,跑步鞋,男,18Q1,9.5
819300-001,东北综合店铺4,42.5,9,耐克,499.0,18,鞋,跑步鞋,男,18Q1,9.5
819300-001,东北综合店铺4,41,8,耐克,499.0,21,鞋,跑步鞋,男,18Q1,9.5
819300-001,东北综合店铺4,42,8.5,耐克,499.0,22,鞋,跑步鞋,男,18Q1,9.5
819300-001,东北综合店铺4,43,9.5,耐克,499.0,20,鞋,跑步鞋,男,18Q1,9.5
819300-001,东北综合店铺4,40.5,7.5,耐克,499.0,12,鞋,跑步鞋,男,18Q1,9.5
819300-001,东北综合店铺4,45,11,耐克,499.0,5,鞋,跑步鞋,男,18Q1,9.5
819300-001,东北综合店铺4,44.5,10.5,耐克,499.0,5,鞋,跑步鞋,男,18Q1,9.5
819300-001,成都T店铺,42.5,9,耐克,499.0,3,鞋,跑步鞋,男,18Q1,6.1
819300-001,福建渠道,42.5,9,耐克,499.0,11,鞋,跑步鞋,男,18Q1,5.95
819300-001,合肥特价渠道,44,10,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.2
819300-001,福建综合仓,43,9.5,耐克,499.0,46,鞋,跑步鞋,男,18Q1,6.21
819300-001,北京渠道4仓,43,9.5,耐克,499.0,4,鞋,跑步鞋,男,18Q1,5.95
819300-001,深圳领跑渠道,42.5,9,耐克,499.0,2,鞋,跑步鞋,男,18Q1,6.0
819300-001,泉州特价2仓,45,11,耐克,499.0,3,鞋,跑步鞋,男,18Q1,7.7
819300-001,泉州特价2仓,44.5,10.5,耐克,499.0,3,鞋,跑步鞋,男,18Q1,7.7
819300-001,泉州特价2仓,44,10,耐克,499.0,3,鞋,跑步鞋,男,18Q1,7.7
819300-001,泉州特价2仓,39,6.5,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.7
819300-001,泉州特价2仓,40,7,耐克,499.0,5,鞋,跑步鞋,男,18Q1,7.7
819300-001,泉州特价2仓,42.5,9,耐克,499.0,8,鞋,跑步鞋,男,18Q1,7.7
819300-001,泉州特价2仓,41,8,耐克,499.0,5,鞋,跑步鞋,男,18Q1,7.7
819300-001,泉州特价2仓,42,8.5,耐克,499.0,6,鞋,跑步鞋,男,18Q1,7.7
819300-001,泉州特价2仓,43,9.5,耐克,499.0,6,鞋,跑步鞋,男,18Q1,7.7
819300-001,泉州特价2仓,40.5,7.5,耐克,499.0,6,鞋,跑步鞋,男,18Q1,7.7
819300-001,东北综合店铺4,46,12,耐克,499.0,3,鞋,跑步鞋,男,18Q1,9.5
819300-001,杭州A仓,46,12,耐克,499.0,2,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,45,11,耐克,499.0,16,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,44.5,10.5,耐克,499.0,23,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,44,10,耐克,499.0,57,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,39,6.5,耐克,499.0,10,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,40,7,耐克,499.0,20,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,42.5,9,耐克,499.0,114,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,41,8,耐克,499.0,129,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,42,8.5,耐克,499.0,122,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,43,9.5,耐克,499.0,116,鞋,跑步鞋,男,18Q1,9.39
819300-001,杭州A仓,40.5,7.5,耐克,499.0,60,鞋,跑步鞋,男,18Q1,9.39
819300-001,北京综合渠道,42.5,9,耐克,499.0,20,鞋,跑步鞋,男,18Q1,6.79
819300-001,北京综合渠道,41,8,耐克,499.0,20,鞋,跑步鞋,男,18Q1,6.79
819300-001,北京综合渠道,42,8.5,耐克,499.0,20,鞋,跑步鞋,男,18Q1,6.79
819300-001,北京综合渠道,43,9.5,耐克,499.0,20,鞋,跑步鞋,男,18Q1,6.79
819300-001,北京综合渠道,40.5,7.5,耐克,499.0,20,鞋,跑步鞋,男,18Q1,6.79
819300-001,江西渠道,45,11,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.75
819300-001,江西渠道,44,10,耐克,499.0,4,鞋,跑步鞋,男,18Q1,6.75
819300-001,江西渠道,42.5,9,耐克,499.0,3,鞋,跑步鞋,男,18Q1,6.75
819300-001,江西渠道,43,9.5,耐克,499.0,9,鞋,跑步鞋,男,18Q1,6.75
819300-001,天津特价2仓,44,10,耐克,499.0,144,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,39,6.5,耐克,499.0,17,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,40,7,耐克,499.0,78,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,42.5,9,耐克,499.0,254,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,41,8,耐克,499.0,298,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,42,8.5,耐克,499.0,308,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,43,9.5,耐克,499.0,274,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,40.5,7.5,耐克,499.0,155,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,46,12,耐克,499.0,8,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,45,11,耐克,499.0,45,鞋,跑步鞋,男,18Q1,8.2
819300-001,天津特价2仓,44.5,10.5,耐克,499.0,65,鞋,跑步鞋,男,18Q1,8.2
819300-001,杭州D仓,46,12,耐克,499.0,2,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,45,11,耐克,499.0,16,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,44.5,10.5,耐克,499.0,23,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,44,10,耐克,499.0,57,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,39,6.5,耐克,499.0,10,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,40,7,耐克,499.0,20,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,42.5,9,耐克,499.0,114,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,41,8,耐克,499.0,129,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,42,8.5,耐克,499.0,122,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,43,9.5,耐克,499.0,116,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州D仓,40.5,7.5,耐克,499.0,60,鞋,跑步鞋,男,18Q1,7.73
819300-001,杭州1仓,42.5,9,耐克,499.0,165,鞋,跑步鞋,男,18Q1,7.39
819300-001,杭州1仓,42,8.5,耐克,499.0,12,鞋,跑步鞋,男,18Q1,7.39
819300-001,杭州1仓,43,9.5,耐克,499.0,87,鞋,跑步鞋,男,18Q1,7.39
819300-001,北京一号仓店铺,44.5,10.5,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.2
819300-001,北京一号仓店铺,42.5,9,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.2
819300-001,北京一号仓店铺,45,11,耐克,499.0,1,鞋,跑步鞋,男,18Q1,6.2
819810-001,天马总仓1仓,42.5,9,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,步行中街阿迪店,44,10,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,步行中街阿迪店,42,8.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,步行中街阿迪店,42.5,9,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,天马总仓1仓,40.5,7.5,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,天马总仓1仓,42,8.5,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,天马总仓1仓,44,10,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,天马总仓1仓,44.5,10.5,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,天马总仓1仓,45,11,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,天马总仓1仓,41,8,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,天马总仓1仓,43,9.5,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,厦门T渠道,42.5,9,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,天马总仓1仓,40,7,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,天马总仓1仓,39,6.5,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,步行中街阿迪店,41,8,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,步行中街阿迪店,44.5,10.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,步行中街阿迪店,43,9.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-001,华东渠道,40,7,耐克,499.0,31,鞋,板鞋/休闲鞋,男,18Q1,5.6
819810-001,浙江C仓,42.5,9,耐克,499.0,57,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-001,浙江C仓,42,8.5,耐克,499.0,90,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-001,浙江C仓,43,9.5,耐克,499.0,46,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-001,浙江C仓,41,8,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-001,浙江C仓,40.5,7.5,耐克,499.0,33,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-001,浙江C仓,44,10,耐克,499.0,41,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-001,厦门T渠道,42,8.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,厦门T渠道,43,9.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,厦门T渠道,41,8,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,浙江C仓,40,7,耐克,499.0,58,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-001,厦门T渠道,44,10,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,浙江C仓,44.5,10.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-001,华东渠道,42,8.5,耐克,499.0,11,鞋,板鞋/休闲鞋,男,18Q1,5.6
819810-001,华东渠道,41,8,耐克,499.0,23,鞋,板鞋/休闲鞋,男,18Q1,5.6
819810-001,华东渠道,40.5,7.5,耐克,499.0,18,鞋,板鞋/休闲鞋,男,18Q1,5.6
819810-001,杭州渠道,42,8.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-001,杭州渠道,40.5,7.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-001,福州T渠道,42.5,9,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,福州T渠道,42,8.5,耐克,499.0,20,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,福州T渠道,43,9.5,耐克,499.0,13,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,福州T渠道,40,7,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,福州T渠道,39,6.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,福州T渠道,41,8,耐克,499.0,13,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,福州T渠道,40.5,7.5,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,福州T渠道,44,10,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,泉州综合渠道,42.5,9,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,泉州综合渠道,42,8.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,泉州综合渠道,43,9.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,泉州综合渠道,40,7,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,泉州综合渠道,41,8,耐克,499.0,9,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,泉州综合渠道,40.5,7.5,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-001,泉州综合渠道,44,10,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
